,date_time,deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_carbon_monoxide,target_benzene,target_nitrogen_oxides,sensor_combination
2,2010-03-10 20:00:00,12.6,56.2,0.7502,1331.9,929.6,1060.2,1586.1,1117.0,2.2,9.2,127.1,1472879.7266666668
3,2010-03-10 21:00:00,11.0,62.4,0.7867,1321.0,929.0,1102.9,1536.5,1263.2,2.2,9.7,177.2,1425849.6666666667
4,2010-03-10 22:00:00,11.9,59.0,0.7888,1272.0,852.7,1180.9,1415.5,1132.2,1.5,6.4,121.8,1006953.4300000002
5,2010-03-10 23:00:00,11.2,56.8,0.7848,1220.9,697.5,1417.2,1462.6,949.0,1.2,4.4,88.1,988497.0
6,2010-03-11 00:00:00,10.7,55.7,0.7603,1244.2,669.3,1491.2,1413.0,769.6,1.2,3.7,59.5,998060.1599999999
7,2010-03-11 01:00:00,10.3,57.0,0.7702,1181.4,631.7,1511.1,1359.7,715.4,1.0,3.4,63.9,954561.87
8,2010-03-11 02:00:00,10.1,62.7,0.7648,1159.6,602.9,1610.6,1212.2,657.2,0.9,2.2,46.4,971030.7399999999
9,2010-03-11 03:00:00,10.5,59.6,0.7517,1030.2,521.7,1790.2,1148.6,491.0,0.6,1.6,43.0,933947.3400000001
10,2010-03-11 04:00:00,9.4,59.9,0.7465,960.4,490.1,1781.6,1244.9,431.6,0.7,1.4,21.0,873162.16
11,2010-03-11 05:00:00,11.4,58.4,0.7366,1119.3,522.2,1898.8,1122.9,443.1,0.7,1.0,16.3,991553.3600000001
12,2010-03-11 06:00:00,10.3,56.4,0.7353,1009.9,553.0,1755.4,1208.8,495.6,0.7,1.7,32.6,970736.2000000001
13,2010-03-11 07:00:00,10.0,58.4,0.7417,1201.2,640.3,1475.1,1339.0,686.2,1.1,3.2,100.9,944506.5299999999
14,2010-03-11 08:00:00,10.7,55.1,0.7408,1373.0,927.0,1181.4,1471.5,1046.9,1.9,8.3,167.0,1362521.6666666667
15,2010-03-11 09:00:00,11.0,62.4,0.7691,1378.0,969.6,1122.2,1583.0,1069.1,2.1,9.3,126.4,1533317.9666666668
16,2010-03-11 10:00:00,10.9,61.9,0.7552,1196.0,793.9,1230.2,1431.5,799.8,1.7,6.6,104.2,976655.78
17,2010-03-11 11:00:00,11.1,56.7,0.7352,1155.4,769.6,1354.6,1266.7,664.3,1.6,5.1,96.9,1042500.1599999999
18,2010-03-11 12:00:00,9.4,62.1,0.7951,1174.2,727.6,1379.1,1429.0,644.1,1.6,5.4,106.1,1003433.1599999999
19,2010-03-11 13:00:00,8.2,77.9,0.8393,1311.7,895.1,1220.1,1629.2,846.9,2.0,7.4,146.0,1456738.086666667
20,2010-03-11 14:00:00,8.5,84.3,0.8736,1357.3,1013.3,963.3,1712.7,1099.2,2.8,12.0,204.9,1733920.0766666667
21,2010-03-11 15:00:00,7.7,74.2,0.8778,1310.0,905.0,1103.6,1630.5,917.6,2.2,9.1,182.2,1474043.6666666667
22,2010-03-11 16:00:00,9.5,73.3,0.8569,1227.4,857.3,1080.9,1622.8,976.1,2.3,8.1,194.9,1389667.6066666667
23,2010-03-11 17:00:00,9.5,62.9,0.8185,1424.5,999.6,937.4,1684.6,1037.8,2.8,11.4,257.6,1682367.3266666667
24,2010-03-11 18:00:00,10.4,67.4,0.8065,1501.9,1266.2,743.1,1937.2,1366.7,4.7,21.6,275.4,2451323.8066666666
25,2010-03-11 19:00:00,9.5,69.3,0.8319,1776.0,1398.7,723.1,2239.7,1584.7,7.2,28.2,406.0,3131109.556666666
26,2010-03-11 20:00:00,10.1,63.7,0.8133,1607.2,1390.0,735.6,2103.4,1538.2,6.1,25.2,337.0,2922167.1666666665
27,2010-03-11 21:00:00,8.6,67.8,0.7419,1378.6,1033.0,890.0,1809.4,1220.8,3.9,13.6,242.4,1867551.366666667
28,2010-03-11 22:00:00,7.8,62.8,0.6905,994.0,704.1,1364.8,1319.7,812.8,1.5,4.7,87.4,960955.68
29,2010-03-11 23:00:00,8.7,58.4,0.6657,931.3,660.4,1486.8,1239.5,585.1,1.1,2.5,45.6,981882.72
30,2010-03-12 00:00:00,8.8,56.7,0.6438,1026.0,772.8,1329.2,1333.8,791.5,1.7,5.7,119.6,1027205.76
31,2010-03-12 01:00:00,7.8,59.1,0.6308,991.8,829.0,1321.8,1309.1,873.6,1.8,6.1,123.7,1095772.2
32,2010-03-12 02:00:00,6.6,59.9,0.6276,918.8,753.9,1423.9,1212.7,726.6,1.4,3.8,80.4,1073478.21
33,2010-03-12 03:00:00,6.9,66.0,0.6261,835.7,574.0,1646.4,1258.2,491.5,0.8,2.0,48.4,945033.6000000001
34,2010-03-12 04:00:00,5.7,69.9,0.6248,822.7,475.6,1855.1,1088.6,403.2,0.5,1.1,20.4,882285.56
35,2010-03-12 05:00:00,6.1,64.4,0.6233,889.4,531.1,1914.0,1143.4,378.2,0.6,1.0,28.5,1016525.4
36,2010-03-12 06:00:00,6.6,64.8,0.6234,908.5,605.3,1769.2,1284.2,477.3,0.8,1.9,59.4,1070896.76
37,2010-03-12 07:00:00,6.3,62.5,0.6316,1058.3,766.5,1456.4,1401.8,695.6,1.5,4.7,109.0,1116330.6
38,2010-03-12 08:00:00,7.4,63.1,0.6499,1682.2,1186.6,923.9,1995.0,1400.0,4.6,16.6,297.8,2365708.1666666665
39,2010-03-12 09:00:00,8.8,52.3,0.6561,1452.3,1434.2,774.7,2119.7,1603.9,4.3,23.4,265.8,3038514.9066666663
50,2010-03-12 20:00:00,12.5,51.0,0.7478,1953.6,1690.5,642.7,2270.5,1792.6,6.8,34.6,357.0,3836721.4166666665
51,2010-03-12 21:00:00,12.0,53.8,0.7536,1566.0,1286.0,759.5,1882.8,1545.6,4.4,20.1,287.7,2419721.9666666663
52,2010-03-12 22:00:00,11.4,60.3,0.774,1498.8,1070.6,830.6,1671.3,1535.7,3.6,14.3,265.7,1787734.9466666665
53,2010-03-12 23:00:00,9.2,61.4,0.7771,1693.8,1346.0,696.5,1979.5,1640.4,5.7,22.0,294.0,2662848.1666666665
102,2010-03-15 00:00:00,13.9,54.7,0.9164,1226.6,837.1,1024.4,1639.8,1200.0,1.7,6.9,107.1,1371117.7466666668
103,2010-03-15 01:00:00,13.4,53.0,0.9094,1239.0,861.5,959.5,1496.7,1162.3,1.8,6.5,98.6,1287848.2166666668
104,2010-03-15 02:00:00,12.5,62.5,0.9361,1285.2,863.6,1008.0,1581.7,1114.5,1.8,7.4,113.4,1364397.2866666669
105,2010-03-15 03:00:00,12.3,62.9,0.923,1024.1,770.7,1161.8,1442.4,1021.0,1.2,4.4,71.7,895399.26
106,2010-03-15 04:00:00,12.3,63.4,0.9351,1034.9,668.3,1207.5,1468.0,1013.0,1.0,4.0,62.0,979505.5666666665
107,2010-03-15 05:00:00,12.6,64.0,0.9375,1128.8,653.8,1213.8,1420.1,979.7,1.0,3.9,88.9,793582.44
108,2010-03-15 06:00:00,11.3,69.1,0.9475,1180.1,780.2,1081.5,1568.2,1104.7,1.4,6.5,140.8,1221950.8066666669
109,2010-03-15 07:00:00,12.0,67.4,0.9401,1248.3,1014.3,923.9,1761.3,1247.4,2.1,9.6,221.2,1784927.7566666666
110,2010-03-15 08:00:00,12.0,61.3,0.917,1743.1,1523.6,678.1,2276.5,1579.2,5.4,26.7,345.6,3466916.5666666664
111,2010-03-15 09:00:00,14.7,54.3,0.9076,1882.6,1615.9,547.7,2638.4,2227.7,7.8,37.4,506.7,4261831.7266666675
122,2010-03-15 20:00:00,18.3,53.1,1.0945,1800.2,1573.0,576.3,2491.9,2091.6,6.8,29.4,316.8,3918199.8666666667
123,2010-03-15 21:00:00,17.4,55.7,1.0786,1595.0,1371.6,705.1,2058.0,1758.2,4.4,20.9,248.3,2821193.9666666663
124,2010-03-15 22:00:00,15.2,59.0,1.0654,1467.8,1182.2,786.9,1818.9,1508.9,3.0,14.5,200.7,2148744.7466666666
125,2010-03-15 23:00:00,16.2,60.2,1.058,1062.1,843.5,967.7,1624.4,1187.3,1.3,7.0,85.4,1368622.566666667
126,2010-03-16 00:00:00,14.7,63.7,1.0494,1369.2,988.4,792.4,1782.9,1297.4,2.2,11.8,130.8,1760659.5266666668
127,2010-03-16 01:00:00,15.1,58.2,1.0148,1041.8,752.6,1130.9,1527.5,1071.2,1.2,5.3,75.0,1148037.6666666667
128,2010-03-16 02:00:00,14.4,55.1,0.9879,977.7,678.4,1254.0,1441.4,832.3,0.8,2.7,41.7,850713.6
129,2010-03-16 03:00:00,12.6,62.1,0.9636,984.7,608.0,1444.8,1432.2,809.5,0.7,2.4,47.8,878438.4
130,2010-03-16 04:00:00,12.5,68.2,0.945,931.6,638.5,1329.2,1414.2,882.0,0.7,2.7,60.8,848694.2000000001
131,2010-03-16 05:00:00,13.2,67.0,0.9283,937.0,561.6,1482.6,1401.9,800.9,0.6,2.0,39.9,832628.16
132,2010-03-16 06:00:00,11.9,65.8,0.9081,945.8,653.8,1270.9,1460.5,887.4,0.9,3.5,77.1,830914.42
133,2010-03-16 07:00:00,10.7,67.2,0.8705,1171.0,777.7,1162.0,1408.3,976.5,1.4,5.2,100.0,903687.4
134,2010-03-16 08:00:00,12.4,66.2,0.8719,1463.9,1244.2,762.3,1907.9,1477.4,3.2,15.4,249.8,2372250.3466666667
135,2010-03-16 09:00:00,14.1,58.6,0.8743,1462.0,1235.5,677.1,2116.6,1537.1,3.6,19.3,240.4,2613500.4666666663
152,2010-03-17 02:00:00,14.7,54.5,0.891,968.1,706.9,1227.4,1396.8,952.3,0.9,4.0,70.0,867649.06
153,2010-03-17 03:00:00,12.2,60.2,0.8666,989.0,587.5,1279.1,1265.4,866.3,0.7,2.4,49.1,751471.25
154,2010-03-17 04:00:00,13.5,57.9,0.8447,900.7,605.8,1451.8,1290.0,791.8,0.6,2.0,52.4,879500.44
155,2010-03-17 05:00:00,12.5,59.7,0.8026,903.8,576.2,1460.0,1268.0,693.7,0.5,1.6,26.3,841252.0000000001
156,2010-03-17 06:00:00,12.4,54.5,0.7978,873.2,547.2,1360.3,1250.3,703.7,0.5,2.0,48.3,744356.16
157,2010-03-17 07:00:00,10.4,61.3,0.7956,1161.3,878.0,1038.0,1447.1,1104.6,1.6,7.1,161.6,911364.0
158,2010-03-17 08:00:00,11.1,58.4,0.7958,1539.4,1374.0,673.9,1859.1,1534.0,4.3,22.5,326.4,2552844.5666666664
159,2010-03-17 09:00:00,13.3,51.5,0.802,1963.1,1746.9,580.6,2408.2,1911.7,6.1,34.9,373.2,4205325.746666667
174,2010-03-18 00:00:00,13.9,51.2,0.9024,1384.7,1018.0,811.9,1635.6,1473.4,2.3,13.0,157.1,1663481.9666666666
175,2010-03-18 01:00:00,13.3,56.0,0.8975,1137.8,876.9,984.9,1562.1,1178.0,1.4,8.1,90.2,1368246.6566666667
176,2010-03-18 02:00:00,14.9,51.6,0.8686,1085.3,834.2,1120.4,1435.1,1159.6,1.0,5.6,57.3,934637.6800000002
177,2010-03-18 03:00:00,13.3,52.8,0.8501,1008.8,687.0,1124.2,1391.5,1007.8,0.7,3.5,100.6,772325.4
178,2010-03-18 04:00:00,11.7,60.7,0.8442,973.1,638.6,1234.8,1307.3,962.0,0.8,2.7,60.6,788543.28
179,2010-03-18 05:00:00,12.0,61.3,0.8233,921.7,591.8,1305.9,1215.5,836.3,0.6,2.5,37.4,772831.62
180,2010-03-18 06:00:00,10.6,64.6,0.8113,928.6,604.5,1301.0,1319.7,848.4,0.7,3.0,70.0,786454.5
181,2010-03-18 07:00:00,10.9,61.4,0.8067,1107.7,823.0,1055.2,1457.9,1075.0,1.6,8.1,132.0,868429.6000000001
182,2010-03-18 08:00:00,11.7,63.6,0.8117,1626.6,1425.5,627.0,2177.8,1658.3,4.5,22.8,359.3,3102895.066666667
183,2010-03-18 09:00:00,15.2,50.6,0.8186,1798.6,1614.7,546.4,2319.9,1969.0,6.8,37.2,421.0,3744383.696666667
195,2010-03-18 21:00:00,15.8,50.8,0.8768,1387.1,1132.2,854.7,1610.8,1348.4,3.2,13.4,170.9,1822188.9266666668
196,2010-03-18 22:00:00,15.4,53.8,0.9456,1373.0,1028.6,911.6,1556.2,1158.2,2.2,10.8,127.7,1599148.4866666666
197,2010-03-18 23:00:00,13.4,64.2,0.9606,1173.7,938.3,929.0,1622.2,1019.5,1.8,8.6,88.4,1520551.4266666668
198,2010-03-19 00:00:00,11.4,73.9,0.9735,1287.0,926.6,881.3,1541.8,1102.4,2.0,9.2,133.6,1427073.0466666666
199,2010-03-19 01:00:00,11.2,67.5,0.9915,1088.6,798.0,980.2,1426.0,907.8,1.7,6.3,106.1,782199.6000000001
200,2010-03-19 02:00:00,12.8,69.3,1.0029,929.1,681.1,1253.6,1421.4,594.0,0.9,3.4,49.9,853826.96
201,2010-03-19 03:00:00,13.1,70.2,0.9768,893.7,640.7,1312.9,1379.1,442.9,0.7,2.6,47.0,841175.0300000001
202,2010-03-19 04:00:00,12.8,70.4,0.9665,943.3,591.8,1368.0,1267.2,385.1,0.6,1.8,19.4,809582.3999999999
203,2010-03-19 05:00:00,11.6,64.1,0.962,867.4,525.0,1684.8,1260.0,362.6,0.5,1.2,17.1,884520.0
204,2010-03-19 06:00:00,12.5,68.3,0.9487,910.9,643.4,1441.6,1231.3,446.8,0.7,2.3,59.4,927525.44
205,2010-03-19 07:00:00,13.1,67.5,0.9332,1146.5,794.3,1022.4,1523.6,689.9,1.5,6.6,118.4,1208636.6466666665
206,2010-03-19 08:00:00,13.3,62.8,0.9209,1792.2,1385.7,704.6,2229.8,1564.6,4.6,22.8,323.2,3088275.026666667
207,2010-03-19 09:00:00,12.9,54.7,0.912,1837.2,1661.1,563.5,2357.8,1613.0,6.6,29.1,360.6,3914982.7466666666
208,2010-03-19 10:00:00,14.7,53.7,0.9032,1398.5,1249.5,736.1,1920.6,1370.0,4.2,18.0,250.5,2398230.866666666
209,2010-03-19 11:00:00,14.1,56.6,0.8917,1334.4,1214.8,797.0,1897.8,1242.6,3.2,15.3,209.3,2303888.6066666665
214,2010-03-19 16:00:00,16.6,50.7,0.9094,1417.0,1190.4,729.2,2033.2,1350.4,3.9,20.2,244.0,2418762.446666667
218,2010-03-19 20:00:00,14.9,50.4,0.8956,1540.4,1201.6,670.1,1864.3,1352.7,3.9,19.8,216.3,2238584.0466666664
219,2010-03-19 21:00:00,14.7,51.0,0.9117,1463.6,1262.1,755.5,1946.7,1457.6,4.0,16.2,244.0,2455371.2366666663
220,2010-03-19 22:00:00,14.8,59.3,0.9573,1186.8,945.0,904.0,1684.2,1016.1,2.3,9.3,134.4,1590010.1666666667
221,2010-03-19 23:00:00,13.8,60.0,0.938,1142.1,848.2,881.6,1531.5,1022.8,2.1,7.9,120.6,1297459.4666666668
270,2010-03-22 00:00:00,15.0,62.4,1.0919,1207.4,815.0,1014.9,1661.1,945.4,1.7,5.8,86.5,1352237.6666666667
271,2010-03-22 01:00:00,15.8,59.3,1.0805,1149.8,797.7,1092.0,1500.6,801.6,1.4,5.0,78.4,1195469.7866666669
272,2010-03-22 02:00:00,16.5,56.4,1.0491,888.0,551.7,1402.8,1409.2,462.6,0.6,1.8,22.5,773924.76
273,2010-03-22 03:00:00,17.7,56.1,1.0309,833.6,496.1,1921.8,1286.7,394.0,0.4,0.7,16.6,953404.98
274,2010-03-22 04:00:00,15.1,53.1,1.0153,802.8,452.1,1756.0,1212.7,380.2,0.4,0.8,17.5,793887.6000000001
275,2010-03-22 05:00:00,16.3,53.9,1.0049,811.2,462.6,1678.8,1329.1,370.4,0.3,0.7,15.9,776612.88
276,2010-03-22 06:00:00,15.6,50.2,0.9979,942.0,545.0,1568.8,1373.0,457.9,0.6,2.0,43.5,854996.0
277,2010-03-22 07:00:00,14.6,55.9,1.0195,1122.7,721.9,1093.4,1538.0,678.0,1.2,4.8,80.0,1108723.3666666667
278,2010-03-22 08:00:00,16.1,50.5,0.9571,1559.4,1193.1,746.6,2016.0,1176.9,3.5,17.5,210.2,2403730.766666666
294,2010-03-23 00:00:00,13.0,51.4,0.8071,991.8,728.0,1240.1,1345.4,764.4,0.9,4.0,56.2,902792.7999999999
295,2010-03-23 01:00:00,13.4,53.9,0.8163,969.0,642.4,1347.3,1256.6,636.1,0.8,2.7,43.7,865505.5199999999
296,2010-03-23 02:00:00,12.1,57.9,0.8444,912.8,583.7,1362.9,1303.4,692.6,0.7,2.4,53.0,795524.7300000001
297,2010-03-23 03:00:00,11.1,74.2,0.9215,856.3,527.2,1582.9,1220.8,433.2,0.5,1.1,28.0,834504.8800000001
298,2010-03-23 04:00:00,10.0,77.6,0.9483,812.2,473.2,1718.0,1324.0,401.0,0.4,0.8,20.2,812957.6
299,2010-03-23 05:00:00,8.4,79.7,0.9147,792.3,426.9,2003.4,1284.7,339.3,0.3,0.6,12.5,855251.46
300,2010-03-23 06:00:00,9.5,71.6,0.9004,872.6,538.6,1526.6,1312.7,418.0,0.5,1.8,30.7,822226.76
301,2010-03-23 07:00:00,9.5,69.8,0.9093,1071.6,722.6,1154.4,1429.0,640.6,1.1,4.7,96.8,834169.4400000001
302,2010-03-23 08:00:00,10.2,72.7,0.9117,1527.5,1169.0,842.5,1883.9,1132.6,3.0,14.3,212.8,2200720.2666666666
303,2010-03-23 09:00:00,11.3,71.8,0.9232,1408.1,1325.0,704.5,1969.3,1275.8,3.5,21.4,256.2,2607763.6666666665
304,2010-03-23 10:00:00,11.3,60.4,0.8803,1262.4,1244.2,722.0,1801.3,1284.8,3.5,15.1,232.3,2239618.6266666665
305,2010-03-23 11:00:00,11.9,55.8,0.821,1347.2,1166.0,815.8,1758.1,1310.2,2.9,16.0,204.6,2048385.7666666666
306,2010-03-23 12:00:00,13.2,52.6,0.8234,1172.7,1129.9,795.2,1815.8,1204.4,2.6,12.9,211.1,2050113.586666667
307,2010-03-23 13:00:00,13.2,55.0,0.8351,1244.5,1219.1,739.2,1920.9,1340.0,3.4,16.1,210.1,2340210.3566666665
309,2010-03-23 15:00:00,14.9,50.3,0.7971,1056.4,940.8,859.3,1589.0,846.0,2.0,10.1,133.6,1493372.3666666667
310,2010-03-23 16:00:00,11.5,64.2,0.8537,1086.7,899.2,887.4,1460.1,812.2,2.0,8.6,125.4,797950.0800000001
311,2010-03-23 17:00:00,13.7,55.1,0.8465,1151.5,1055.4,826.2,1770.6,982.6,3.1,13.0,183.0,1867132.4066666667
313,2010-03-23 19:00:00,11.0,55.4,0.7822,1186.6,1062.3,828.4,1789.3,1090.8,2.9,12.4,124.4,1899214.5566666666
314,2010-03-23 20:00:00,12.1,58.2,0.7867,1374.4,1047.2,795.8,1601.5,1229.1,3.1,13.7,171.0,1675531.9666666668
315,2010-03-23 21:00:00,11.8,50.9,0.7881,1056.3,884.0,975.8,1546.5,1004.2,1.7,8.0,93.4,1365547.1666666667
316,2010-03-23 22:00:00,12.4,56.5,0.7664,1050.0,822.6,1072.5,1292.5,878.1,1.3,4.9,77.8,882238.5
317,2010-03-23 23:00:00,10.9,63.2,0.8057,1082.6,774.2,1049.8,1368.0,947.4,1.2,5.1,81.9,812755.16
318,2010-03-24 00:00:00,11.5,62.8,0.8199,1013.6,793.8,1171.1,1368.7,874.9,1.1,5.2,72.8,929619.1799999998
319,2010-03-24 01:00:00,10.5,63.8,0.8082,957.1,729.1,1070.4,1391.0,773.8,1.0,4.8,75.2,780428.6400000001
320,2010-03-24 02:00:00,11.3,63.0,0.8025,957.5,653.0,1372.8,1259.7,707.8,0.9,2.7,40.8,896438.4
321,2010-03-24 03:00:00,11.2,64.1,0.7856,816.5,517.9,1507.9,1208.4,648.8,0.6,1.6,35.6,780941.41
322,2010-03-24 04:00:00,10.8,58.3,0.7813,935.2,570.2,1462.2,1312.7,677.7,0.6,1.7,42.7,833746.4400000001
323,2010-03-24 05:00:00,11.0,58.6,0.7628,847.4,542.9,1556.3,1292.6,622.1,0.6,1.2,34.3,844915.2699999999
324,2010-03-24 06:00:00,11.0,57.2,0.7382,944.5,572.2,1525.9,1217.4,575.3,0.8,1.7,42.1,873119.9800000001
325,2010-03-24 07:00:00,11.0,61.0,0.7455,1076.4,705.9,1209.7,1403.0,824.0,1.2,4.6,79.8,853927.23
326,2010-03-24 08:00:00,10.2,55.6,0.7501,1327.7,1153.4,840.3,1654.8,1090.9,3.1,13.8,174.0,1907087.4866666668
327,2010-03-24 09:00:00,11.5,58.0,0.7565,1581.0,1422.9,606.4,2142.4,1473.4,4.4,24.9,218.6,3046862.126666667
328,2010-03-24 10:00:00,12.1,51.6,0.7734,1357.5,1124.0,731.5,1734.6,1338.5,3.2,13.2,213.6,1948131.5666666667
333,2010-03-24 15:00:00,10.6,62.6,0.8554,1034.2,884.1,954.1,1464.1,646.0,1.5,6.4,93.0,1292851.9766666668
334,2010-03-24 16:00:00,9.9,77.0,0.972,1376.1,1089.7,837.3,1799.2,992.0,2.5,11.2,195.0,1959029.406666667
335,2010-03-24 17:00:00,11.2,70.5,0.9497,1366.5,1074.1,758.5,1729.5,1182.2,2.7,13.4,189.2,1856097.1166666667
336,2010-03-24 18:00:00,11.1,63.7,0.8794,1297.8,1039.5,811.4,1670.3,998.6,2.8,12.1,149.8,1734718.0166666666
337,2010-03-24 19:00:00,10.8,66.6,0.8643,1576.0,1328.0,633.3,2068.2,1350.3,4.4,19.0,254.4,2745010.766666666
338,2010-03-24 20:00:00,11.1,66.4,0.8486,1222.1,1084.8,810.9,1639.4,1081.7,3.4,14.8,201.4,1776862.2866666669
339,2010-03-24 21:00:00,10.9,65.0,0.8336,1120.0,964.6,909.4,1492.4,854.0,2.6,8.9,165.6,1438010.2066666668
340,2010-03-24 22:00:00,9.9,64.2,0.8248,1078.4,809.0,1064.0,1463.7,789.0,1.8,6.0,113.3,1182574.4666666668
341,2010-03-24 23:00:00,10.7,60.5,0.7717,943.8,753.8,1245.3,1259.2,559.6,1.2,4.4,78.6,938707.1399999999
342,2010-03-25 00:00:00,9.7,63.5,0.7516,1007.0,781.2,1168.0,1408.0,586.8,1.2,4.3,80.0,912441.6000000001
343,2010-03-25 01:00:00,10.6,59.0,0.7686,960.3,589.9,1386.0,1323.9,483.8,1.1,2.6,40.3,817601.4
344,2010-03-25 02:00:00,9.5,68.1,0.789,911.0,545.3,1493.5,1328.2,450.3,0.7,1.8,40.3,814405.5499999999
345,2010-03-25 03:00:00,9.6,66.2,0.8091,939.4,505.7,1657.8,1236.2,392.0,0.7,1.5,34.3,838349.46
346,2010-03-25 04:00:00,8.7,75.2,0.8496,823.7,509.6,1638.7,1248.4,366.7,0.5,0.9,16.9,835081.52
347,2010-03-25 05:00:00,10.1,67.5,0.8152,921.9,434.2,1838.2,1088.5,326.8,0.5,0.6,11.4,798146.44
348,2010-03-25 06:00:00,7.6,79.9,0.8695,937.6,502.2,1700.2,1344.1,417.1,0.6,1.4,43.9,853840.4400000001
349,2010-03-25 07:00:00,7.9,80.6,0.8544,975.7,717.9,1310.4,1452.2,629.2,1.2,3.7,89.0,940736.16
350,2010-03-25 08:00:00,8.2,71.6,0.8429,1372.8,972.9,884.0,1772.6,921.6,2.6,11.1,185.8,1723003.7066666665
351,2010-03-25 09:00:00,8.5,78.1,0.8415,1434.2,1185.6,740.0,1840.2,1116.2,3.4,16.6,200.0,2180182.2866666666
352,2010-03-25 10:00:00,9.7,69.0,0.8389,1121.7,886.4,959.3,1505.4,941.5,2.3,8.4,137.0,1332827.7266666668
353,2010-03-25 11:00:00,10.9,65.7,0.8447,1098.0,823.5,976.7,1365.2,795.8,1.5,7.1,128.7,804312.4500000001
354,2010-03-25 12:00:00,13.1,51.9,0.8209,1078.4,841.4,1005.3,1398.7,769.6,1.3,6.1,98.6,845859.4199999999
362,2010-03-25 20:00:00,12.1,54.6,0.7642,1361.2,1247.1,705.8,2021.6,1443.4,4.4,22.5,235.6,2519578.5266666664
364,2010-03-25 22:00:00,10.4,57.8,0.714,1074.8,798.0,1093.8,1403.5,963.5,1.5,5.7,98.0,872852.3999999999
365,2010-03-25 23:00:00,10.0,55.9,0.7276,930.0,684.5,1084.8,1350.5,807.4,1.2,4.6,78.8,742545.6
366,2010-03-26 00:00:00,10.1,56.8,0.7323,1006.1,826.4,1043.1,1386.7,809.9,1.8,5.4,88.4,862017.8399999999
367,2010-03-26 01:00:00,9.5,65.3,0.7425,1024.0,790.6,1119.7,1343.4,840.6,1.4,4.6,81.4,885234.8200000001
368,2010-03-26 02:00:00,9.6,63.2,0.7398,1013.0,683.1,1135.5,1260.5,747.7,1.2,3.5,70.4,775660.05
369,2010-03-26 03:00:00,8.4,66.4,0.7455,913.7,566.6,1478.0,1219.0,466.9,0.6,1.6,33.5,837434.8
370,2010-03-26 04:00:00,8.1,65.9,0.7459,925.0,577.9,1328.1,1250.4,545.1,0.7,2.3,43.6,767508.9899999999
371,2010-03-26 05:00:00,8.0,69.5,0.7655,923.4,614.8,1210.0,1220.2,773.8,0.8,3.1,71.3,743908.0
372,2010-03-26 06:00:00,8.5,71.1,0.7711,1065.3,677.4,1096.1,1308.5,896.3,0.9,4.0,109.2,742498.1399999999
